RL1,RL2,C1,C2,ENa,EK,run_id,status,raw_file,log_file
7595.618364331987,4853.98146687878,1.2417655725899189e-08,2.5422840517847084e-09,-1.5252514170844642,1.4461783875609904,87,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0087.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0087.log
7826.384290699638,6765.539650588766,1.054437485222964e-08,2.370921511868312e-09,-1.3168803347826643,1.294775223946885,88,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0088.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0088.log
7171.908378256834,8977.122294309818,4.143118042687836e-08,1.7259203376475832e-09,-1.5463781494286946,1.5952018535357204,89,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0089.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0089.log
7542.560954554621,8286.995035117543,3.190550525960991e-09,2.762647294153468e-09,-1.4800962123938786,1.2838313107058643,90,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0090.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0090.log
7299.494522642901,7649.6828426707325,3.846151856646827e-09,4.451111186067737e-09,-1.3450466731768163,1.2699567713015583,91,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0091.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0091.log
7983.972639690783,4535.891717864145,5.04494608114669e-09,6.733428714688974e-10,-1.489611153358508,1.42172020864283,92,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0092.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0092.log
5690.462121852472,6994.350607335922,1.451009157358937e-09,8.206574896963611e-10,-1.4162267923481366,1.217142530328461,93,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0093.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0093.log
6263.087100179848,7224.377903931852,3.8767514797772996e-08,5.567159199200473e-10,-1.4252912280823795,1.3995790924835696,94,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0094.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0094.log
6391.76124243102,5944.769251356631,3.47509687752974e-08,8.061210546132373e-09,-1.3263810285282644,1.5465254516608178,95,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0095.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0095.log
5047.815903994862,8058.111427876029,8.286548337506298e-09,3.995322242749291e-09,-1.5380831697486683,1.182317835083536,96,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0096.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0096.log
6749.202583112764,4781.41542293372,4.403912209185576e-08,7.875732279831445e-10,-1.4698410678405074,1.335656758781311,97,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0097.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0097.log
7266.8730392689085,4933.148066888442,1.5466198721024628e-08,3.5669919102840447e-09,-1.284196240271677,1.5407034531160757,98,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0098.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0098.log
6296.650825719698,7268.440214434066,1.9808080194479238e-08,4.481739788332362e-09,-1.1920832678347268,1.2111437612444715,99,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0099.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0099.log
